0,20,45,46,43,40,46,42,41,38,41,39,41,38,45,42,45,36,22,49,
0,20,45,39,37,45,47,47,41,43,47,36,41,37,42,41,38,46,22,49,
0,20,46,43,43,47,44,46,43,40,45,39,42,44,47,47,47,45,22,49,
0,20,44,38,37,44,46,43,36,37,40,38,44,37,38,38,45,41,22,49,
0,20,37,46,47,39,36,39,37,44,43,47,41,38,38,47,43,45,22,49,
0,20,43,37,42,39,41,36,38,37,36,45,41,38,41,43,45,40,22,49,
0,20,46,36,44,44,46,43,46,44,43,37,40,41,37,36,37,36,22,49,
0,20,45,45,38,47,40,45,37,38,36,46,45,42,40,43,42,37,22,49,
0,20,38,43,38,39,44,40,45,44,39,41,45,37,42,44,40,41,22,49,
0,20,40,43,46,41,46,45,43,38,36,47,38,47,45,37,39,40,22,49,
0,20,40,37,45,37,42,44,39,36,43,37,38,36,45,43,38,41,22,49,
0,20,42,39,43,38,41,47,46,47,43,43,36,45,44,42,37,45,22,49,
0,27,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,26,49,
0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0

[layer]
type=object
data=
105,69,99,69,97,69,69,69,69,0,0,69,69,109,69,65,99,69,105,0,
122,162,0,0,0,0,0,0,0,282,283,0,0,0,178,0,0,0,122,0,
122,163,0,0,0,0,0,193,0,0,0,0,193,0,0,0,0,0,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
122,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,122,0,
122,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,136,122,0,
122,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,180,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,122,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,150,0,122,0,
122,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,182,0,122,0,
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,
0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,
0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,51,0,
0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,127,123,123,123,123,118,0,0,0,0,0,120,123,123,123,123,123,124,0,
0,122,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,122,0,
0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,122,0,
0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,122,0,
0,122,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,122,0,
0,122,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,122,0,
0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,
0,122,151,0,0,0,0,0,0,137,0,0,0,0,0,0,0,167,122,0,
0,126,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,125,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

[layer]
type=collision
data=
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,
4,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,3,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,
4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,4,3,
4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,4,3,
4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,4,3,
4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,4,3,
4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,4,3,
4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,4,3,
4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,4,3,
4,4,0,0,0,2,2,0,0,0,0,0,2,2,0,2,0,4,4,3,
4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,4,3,
4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,4,3,
4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,4,3,
4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,4,3,
4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,4,3,
4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,4,3,
4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,4,3,
4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,4,3,
4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,4,3,
2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,3,
2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,3,
2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,3,
0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,3,
0,4,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,4,0,3,
0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,3,
0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,3,
0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,3,
0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,2,0,3,
0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,3,
3,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,3,
3,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,3,
3,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,3,
3,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,3,
3,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,3,
3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,
3,1,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,1,3,
3,1,4,0,0,0,0,4,4,4,4,0,0,0,0,0,0,4,1,3,
3,1,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,1,3,
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,
3,1,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,3,
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3

[enemy]
type=goblin_shaman
location=4,22,1,1

[enemy]
type=goblin_charger
location=4,25,1,1

[enemy]
type=goblin_spearman_elite
location=4,33,1,1

[enemy]
type=goblin_charger
location=14,48,1,1

[enemy]
type=goblin_spearman_elite
location=15,35,1,1

[enemy]
type=goblin_charger
location=6,54,1,1

[enemy]
type=goblin_spearman_elite
location=3,30,1,1

[enemy]
type=goblin_spearman_elite
location=15,31,1,1

[enemy]
type=goblin_charger
location=15,23,1,1

[enemy]
type=goblin_charger
location=15,15,1,1

[enemy]
type=goblin_shaman
location=14,19,1,1

[enemy]
type=goblin_charger
location=8,54,1,1

[enemy]
type=goblin_spearman_elite
location=3,35,1,1

[enemy]
type=goblin_charger
location=3,17,1,1

[enemy]
type=goblin_charger
location=5,44,1,1

[enemy]
type=goblin_spearman_elite
location=14,34,1,1

[enemy]
type=goblin
location=9,9,1,1

[enemy]
type=goblin_charger
location=9,55,1,1

[event]
soundfx=soundfx/door_open.ogg
mapmod=collision,9,0,0;collision,10,0,0;object,10,1,0;object,9,1,0;object,8,1,283;object,11,1,282;object,16,24,166
hotspot=location
location=16,24,1,1
requires_not_status=bridge_door_1
set_status=bridge_door_1
type=on_trigger
repeat=false

[event]
mapmod=collision,9,0,0;collision,10,0,0;object,10,1,0;object,9,1,0;object,8,1,283;object,11,1,282;object,16,24,166
requires_status=bridge_door_1
type=on_load
location=16,24,1,1
hotspot=location

[event]
intermap=maps/floor.txt,12,4
type=on_trigger
location=8,47,2,1

[event]
type=on_trigger
intermap=maps/barrack.txt,90,97
location=9,0,2,1

